gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	ACHN_Shscramble_1	ACHN_Shscramble_2	ACHN_Shscramble_3	symbol	description	term	threshold
ENSG00000165678	8600.874	0.266	0.045	5.88	4.10805996576063e-09	3.70965803970555e-08	9160.05	9258.89	9754.73	8094.91	7640.43	7696.23	GHITM	growth	hormone	TRUE
ENSG00000130202	1936.332	-0.377	0.064	-5.878	4.14478481082016e-09	3.74090680240008e-08	1605.53	1805.94	1641.53	2297.05	2067.32	2200.63	NECTIN2	nectin	cell	TRUE
ENSG00000104611	1080.855	0.414	0.07	5.878	4.151670246621e-09	3.74520559824272e-08	1228.05	1241.53	1234.76	981.74	861.88	937.16	SH2D4A	SH2	domain	TRUE
ENSG00000187391	85.515	-1.265	0.215	-5.876	4.21303093770537e-09	3.79861680612219e-08	41.72	56.82	52.05	112.59	124.56	125.35	MAGI2	membrane	associated	TRUE
ENSG00000176903	1652.103	-0.346	0.059	-5.872	4.29856493867027e-09	3.87375783160556e-08	1421.37	1473.54	1469.96	1907.72	1844.31	1795.72	PNMA1	PNMA	family	TRUE
ENSG00000132383	3869.456	0.296	0.05	5.871	4.32706650836929e-09	3.8974521970483e-08	4333.29	4059.82	4401.2	3526.07	3513.84	3382.52	RPA1	replication	protein	TRUE
ENSG00000064763	473.904	0.566	0.096	5.869	4.38214551320357e-09	3.94504885614679e-08	602.33	541.69	553.28	386.17	400.81	359.14	FAR2	fatty	acyl-CoA	TRUE
ENSG00000233834	150.732	-0.976	0.166	-5.869	4.39437565493002e-09	3.95404173540236e-08	98.69	111.75	94.46	172.57	219.99	206.93	AC005083.1	NA	NA	TRUE
ENSG00000164934	1522.452	0.359	0.061	5.868	4.40050145157934e-09	3.95753558170833e-08	1771.37	1642.11	1720.57	1301.62	1342.05	1356.99	DCAF13	DDB1	and	TRUE
ENSG00000165704	1218.367	0.414	0.071	5.866	4.47352471971872e-09	4.02015993621955e-08	1342.01	1335.28	1497.91	1053.3	1081.88	999.83	HPRT1	hypoxanthine	phosphoribosyltransferase	TRUE
ENSG00000167971	39.404	-1.941	0.331	-5.866	4.47469204575528e-09	4.02015993621955e-08	18.31	16.1	14.46	72.6	56.25	58.7	CASKIN1	CASK	interacting	TRUE
ENSG00000152495	318.167	0.678	0.116	5.863	4.53627555577925e-09	4.07341385148727e-08	361.19	386.38	427.01	251.49	251.13	231.8	CAMK4	calcium/calmodulin	dependent	TRUE
ENSG00000150403	2547.328	-0.33	0.056	-5.863	4.54237703442082e-09	4.07681804538939e-08	2286.2	2164.86	2320.12	2987.32	2793.59	2731.88	TMCO3	transmembrane	and	TRUE
ENSG00000145284	490.156	-0.535	0.091	-5.863	4.55090897820262e-09	4.0823990300145e-08	389.68	403.43	407.73	592.41	580.62	567.07	SCD5	stearoyl-CoA	desaturase	TRUE
ENSG00000115484	9251.086	0.245	0.042	5.861	4.60274693374366e-09	4.12680231940584e-08	10248.71	9721.98	10137.4	8333.77	8562.59	8502.07	CCT4	chaperonin	containing	TRUE
ENSG00000067141	1700.386	-0.341	0.058	-5.855	4.75977166675585e-09	4.26542260334723e-08	1483.43	1481.12	1535.5	1932.97	1836.28	1933.01	NEO1	neogenin	1	TRUE
ENSG00000152133	659.835	0.501	0.086	5.854	4.79633541104947e-09	4.29600702172426e-08	829.22	722.57	768.23	570.32	537.42	531.25	GPATCH11	G-patch	domain	TRUE
ENSG00000173588	824.927	0.435	0.074	5.854	4.81119538398109e-09	4.30713052005816e-08	914.68	958.37	971.62	691.32	710.2	703.37	CEP83	centrosomal	protein	TRUE
ENSG00000060656	297.655	-0.695	0.119	-5.852	4.85445803529902e-09	4.34365679679773e-08	214.68	233.91	233.27	354.61	345.56	403.91	PTPRU	protein	tyrosine	TRUE
ENSG00000169903	1162.649	-0.456	0.078	-5.85	4.91270595311827e-09	4.39354772137718e-08	872.97	978.26	1089.21	1348.98	1381.23	1305.26	TM4SF4	transmembrane	4	TRUE
ENSG00000152465	1753.43	0.337	0.058	5.848	4.97129496303837e-09	4.44369299001074e-08	1980.96	1961.25	1930.7	1534.17	1506.79	1606.7	NMT2	N-myristoyltransferase	2	TRUE
ENSG00000000971	244.571	-1.944	0.333	-5.843	5.11836488701894e-09	4.57283789526325e-08	56.98	131.63	113.74	387.23	399.8	378.05	CFH	complement	factor	TRUE
ENSG00000125740	77.52	1.346	0.23	5.843	5.1289517814441e-09	4.57997743844034e-08	96.66	119.32	117.6	51.56	41.19	38.8	FOSB	FosB	proto-oncogene,	TRUE
ENSG00000164039	696.455	-0.489	0.084	-5.843	5.1330435768017e-09	4.58131279274992e-08	578.93	580.52	579.31	750.25	874.94	814.79	BDH2	3-hydroxybutyrate	dehydrogenase	TRUE
ENSG00000123104	4420.439	0.36	0.062	5.843	5.13915579837952e-09	4.58444914370104e-08	5159.46	4722.72	5025.81	4193.19	3907.61	3513.84	ITPR2	inositol	1,4,5-trisphosphate	TRUE
ENSG00000103351	856.374	-0.458	0.078	-5.842	5.1668219947078e-09	4.60680010594336e-08	674.57	751.92	737.39	1017.52	1029.64	927.21	CLUAP1	clusterin	associated	TRUE
ENSG00000187456	68.834	1.414	0.242	5.84	5.21321929374147e-09	4.64582093121557e-08	99.71	93.75	106.99	32.62	35.16	44.77	NA	NA	NA	TRUE
ENSG00000198598	257.21	-0.781	0.134	-5.836	5.3628928369268e-09	4.77679172678311e-08	184.16	217.81	165.79	299.89	320.44	355.16	MMP17	matrix	metallopeptidase	TRUE
ENSG00000116120	1843.806	0.345	0.059	5.835	5.36571221404051e-09	4.77689162546644e-08	1983	2053.11	2152.4	1629.92	1670.53	1573.87	FARSB	phenylalanyl-tRNA	synthetase	TRUE
ENSG00000179361	160.183	0.922	0.158	5.832	5.48404766007338e-09	4.87977917105369e-08	200.44	232.02	196.64	103.12	110.5	118.39	ARID3B	AT-rich	interaction	TRUE
ENSG00000112208	1213.942	0.446	0.076	5.829	5.55987722165324e-09	4.94475975685843e-08	1420.35	1294.56	1484.42	1122.74	1004.53	957.05	BAG2	BCL2	associated	TRUE
ENSG00000147592	2232.272	-0.345	0.059	-5.829	5.56779563974401e-09	4.94930750948529e-08	1872.1	2024.7	2002.03	2522.23	2611.77	2360.8	LACTB2	lactamase	beta	TRUE
ENSG00000106460	2292.981	-0.456	0.078	-5.827	5.64442302320771e-09	5.01489648763847e-08	1920.93	1823.94	2056.01	3003.1	2635.88	2318.02	TMEM106B	transmembrane	protein	TRUE
ENSG00000124422	9957.004	-0.246	0.042	-5.827	5.65443018913871e-09	5.02125921929303e-08	9088.83	9140.51	9103.13	11232.69	10572.65	10604.2	USP22	ubiquitin	specific	TRUE
ENSG00000185813	729.373	0.508	0.087	5.824	5.72882985484953e-09	5.08476875195271e-08	792.59	898.71	877.15	653.44	548.47	605.87	PCYT2	phosphate	cytidylyltransferase	TRUE
ENSG00000138378	752.892	-0.594	0.102	-5.822	5.81750880410975e-09	5.16088199338947e-08	517.88	701.73	580.27	811.28	934.21	971.98	STAT4	signal	transducer	TRUE
ENSG00000197448	3297.024	-0.299	0.051	-5.82	5.88123745568639e-09	5.21479572389881e-08	2914.98	3008.64	2946.66	3536.59	3554.02	3821.25	GSTK1	glutathione	S-transferase	TRUE
ENSG00000092208	327.75	0.667	0.115	5.818	5.96940155862871e-09	5.29031092425935e-08	432.41	373.12	400.99	267.27	233.05	259.66	GEMIN2	gem	nuclear	TRUE
ENSG00000124126	531.087	0.622	0.107	5.817	5.98010158813433e-09	5.29713315876658e-08	753.93	571.99	606.3	418.79	395.78	439.73	PREX1	phosphatidylinositol-3,4,5-trisphosphate	dependent	TRUE
ENSG00000243566	40.935	-1.913	0.329	-5.814	6.10558074077201e-09	5.4055680968852e-08	14.24	23.68	13.49	66.29	58.26	69.64	UPK3B	uroplakin	3B	TRUE
ENSG00000146263	634.645	0.526	0.09	5.813	6.141081150016e-09	5.43427165958036e-08	734.59	725.41	786.55	548.22	551.49	461.61	MMS22L	MMS22	like,	TRUE
ENSG00000129351	8697.939	0.231	0.04	5.813	6.14708765815207e-09	5.43686023699716e-08	9315.72	9357.38	9503.15	8023.35	7922.71	8065.32	ILF3	interleukin	enhancer	TRUE
ENSG00000172432	1911.451	0.337	0.058	5.813	6.15357453697815e-09	5.43987087700298e-08	2186.49	2072.05	2142.76	1765.66	1633.36	1668.38	GTPBP2	GTP	binding	TRUE
ENSG00000130827	769.182	-0.452	0.078	-5.812	6.17551466599315e-09	5.45653261299194e-08	652.18	682.79	614.01	882.83	877.96	905.32	PLXNA3	plexin	A3	TRUE
ENSG00000213186	954.42	0.434	0.075	5.812	6.18192762887194e-09	5.45946511568795e-08	1073.4	1084.32	1132.59	790.23	875.95	770.02	TRIM59	tripartite	motif	TRUE
ENSG00000183023	798.748	-0.599	0.103	-5.811	6.21389941991821e-09	5.48495524084326e-08	511.77	679	714.25	1043.83	946.26	897.36	SLC8A1	solute	carrier	TRUE
ENSG00000213722	1072.791	-0.409	0.07	-5.81	6.24472713600934e-09	5.50941051574424e-08	872.97	982.99	908.96	1203.77	1220.5	1247.55	DDAH2	dimethylarginine	dimethylaminohydrolase	TRUE
ENSG00000004455	3073.043	0.291	0.05	5.806	6.40481517907674e-09	5.64782427960065e-08	3407.42	3326.84	3410.3	2733.73	2863.91	2696.07	AK2	adenylate	kinase	TRUE
ENSG00000105856	1577.7	-0.353	0.061	-5.805	6.42252931340298e-09	5.65989940097555e-08	1375.58	1375.05	1407.3	1682.54	1804.13	1821.59	HBP1	HMG-box	transcription	TRUE
ENSG00000240849	171.607	0.912	0.157	5.805	6.42492405789404e-09	5.65989940097555e-08	221.8	242.43	208.2	109.43	108.49	139.28	TMEM189	transmembrane	protein	TRUE
ENSG00000179456	2500.57	-0.37	0.064	-5.803	6.50673043525851e-09	5.72910471707267e-08	2175.3	2130.77	2237.23	3004.15	2912.12	2543.86	ZBTB18	zinc	finger	TRUE
ENSG00000111229	5502.727	0.279	0.048	5.802	6.53944358640494e-09	5.7550365128237e-08	5829.95	6207.63	6061.04	4797.18	4946.29	5174.26	ARPC3	actin	related	TRUE
ENSG00000104537	20.24	-3.104	0.535	-5.796	6.79653370234071e-09	5.97830693807587e-08	3.05	4.74	4.82	36.83	39.18	32.83	ANXA13	annexin	A13	TRUE
ENSG00000157873	652.591	-0.489	0.084	-5.796	6.80188841210593e-09	5.98003592584002e-08	589.1	518.96	521.47	757.62	754.4	774	TNFRSF14	TNF	receptor	TRUE
ENSG00000125753	2595.848	0.313	0.054	5.795	6.83422440427225e-09	6.00547259030796e-08	2922.1	2912.99	2793.4	2317.04	2220.01	2409.55	VASP	vasodilator	stimulated	TRUE
ENSG00000068438	575.617	0.491	0.085	5.793	6.91330428836073e-09	6.07193898298283e-08	682.7	672.38	663.17	479.82	472.13	483.5	FTSJ1	FtsJ	RNA	TRUE
ENSG00000211455	1374.295	-0.385	0.066	-5.792	6.93606044894104e-09	6.08889485679426e-08	1258.58	1159.14	1158.62	1608.88	1589.16	1471.4	STK38L	serine/threonine	kinase	TRUE
ENSG00000115761	1350.178	0.372	0.064	5.792	6.94717380392027e-09	6.09561818847206e-08	1569.92	1452.71	1547.07	1177.46	1145.16	1208.75	NOL10	nucleolar	protein	TRUE
ENSG00000125450	1686.346	0.34	0.059	5.792	6.96393293593321e-09	6.10728611603089e-08	1918.9	1927.16	1806.36	1502.6	1484.69	1478.36	NUP85	nucleoporin	85	TRUE
ENSG00000107874	1753.699	-0.339	0.058	-5.791	6.99412133197244e-09	6.13071390475179e-08	1518.03	1613.7	1514.3	1929.81	1937.73	2008.62	CUEDC2	CUE	domain	TRUE
ENSG00000126215	569.345	0.5	0.086	5.79	7.03952992436751e-09	6.16745310404492e-08	689.83	651.54	660.28	456.67	486.19	471.56	XRCC3	X-ray	repair	TRUE
ENSG00000144395	335.678	0.683	0.118	5.789	7.08329514564252e-09	6.2027167664944e-08	432.41	413.84	395.2	219.92	263.19	289.5	CCDC150	coiled-coil	domain	TRUE
ENSG00000203727	213.841	0.794	0.137	5.788	7.11626349031575e-09	6.22849550032844e-08	289.97	255.69	267.97	171.52	148.67	149.23	SAMD5	sterile	alpha	TRUE
ENSG00000147883	793.407	-0.501	0.087	-5.787	7.1603659761128e-09	6.26398897612843e-08	661.34	598.51	711.36	1008.05	866.91	914.28	CDKN2B	cyclin	dependent	TRUE
ENSG00000087085	349.19	-0.656	0.113	-5.786	7.18774281700397e-09	6.28482269603742e-08	239.1	290.73	283.39	411.43	412.86	457.64	ACHE	acetylcholinesterase	(Cartwright	TRUE
ENSG00000070808	54.05	-1.711	0.296	-5.785	7.2668281120906e-09	6.35082625249324e-08	24.42	35.04	16.39	69.45	96.43	82.57	CAMK2A	calcium/calmodulin	dependent	TRUE
ENSG00000013583	1602.954	-0.343	0.059	-5.784	7.29813608733753e-09	6.37503026044905e-08	1411.19	1398.73	1430.44	1723.57	1826.23	1827.56	HEBP1	heme	binding	TRUE
ENSG00000103479	2936.556	-0.335	0.058	-5.783	7.34555158187166e-09	6.41327351123827e-08	2595.5	2480.21	2715.32	3380.86	3386.26	3061.18	RBL2	RB	transcriptional	TRUE
ENSG00000143436	1809.972	0.331	0.057	5.78	7.4520427443741e-09	6.50303136619589e-08	1990.12	2014.28	2046.37	1561.53	1582.13	1665.39	MRPL9	mitochondrial	ribosomal	TRUE
ENSG00000121753	600.583	-0.553	0.096	-5.78	7.48271971653766e-09	6.52657387040568e-08	517.88	525.59	417.37	687.11	730.29	725.25	ADGRB2	adhesion	G	TRUE
ENSG00000042088	813.394	0.448	0.077	5.779	7.50572375746975e-09	6.54340393777439e-08	899.42	917.65	998.61	683.96	709.2	671.53	TDP1	tyrosyl-DNA	phosphodiesterase	TRUE
ENSG00000130529	451.278	-0.574	0.099	-5.778	7.55811973618224e-09	6.58582828370052e-08	346.95	387.33	353.75	530.33	510.3	579.01	TRPM4	transient	receptor	TRUE
ENSG00000140718	662.637	-0.464	0.08	-5.775	7.67593976719237e-09	6.68519038460559e-08	566.72	544.53	560.03	769.19	753.4	781.96	FTO	FTO	alpha-ketoglutarate	TRUE
ENSG00000001036	3329.569	0.298	0.052	5.771	7.89969131953329e-09	6.87666765333818e-08	3555.97	3624.2	3835.38	3082.02	2918.15	2961.7	FUCA2	alpha-L-fucosidase	2	TRUE
ENSG00000159131	3669.442	0.288	0.05	5.77	7.91127818062282e-09	6.883358160606e-08	3993.47	3987.85	4120.7	3460.83	3220.51	3233.29	GART	phosphoribosylglycinamide	formyltransferase,	TRUE
ENSG00000135063	77.826	1.296	0.225	5.769	7.96008214958557e-09	6.92240756675393e-08	100.73	122.16	108.92	44.19	43.19	47.75	FAM189A2	family	with	TRUE
ENSG00000108883	5463.98	0.248	0.043	5.769	7.96858727639915e-09	6.92639027054498e-08	5933.73	5975.62	5889.47	4958.17	4931.22	5095.67	EFTUD2	elongation	factor	TRUE
ENSG00000140612	4382.329	-0.26	0.045	-5.768	8.04309330375639e-09	6.9877095689208e-08	4048.41	3985.01	3931.77	4738.25	4867.94	4722.6	SEC11A	SEC11	homolog	TRUE
ENSG00000070159	2974.867	-0.291	0.05	-5.767	8.06618598169905e-09	7.00432340782873e-08	2742.01	2576.81	2709.54	3237.75	3318.96	3264.13	PTPN3	protein	tyrosine	TRUE
ENSG00000125877	1592.77	0.363	0.063	5.761	8.347234711422e-09	7.24480848416337e-08	1897.53	1760.49	1719.61	1354.24	1380.22	1444.54	ITPA	inosine	triphosphatase	TRUE
ENSG00000003402	4222.069	0.281	0.049	5.761	8.38239318798326e-09	7.27174669626178e-08	4800.3	4449.99	4646.03	3889.09	3825.24	3721.77	CFLAR	CASP8	and	TRUE
ENSG00000138018	1808.79	0.334	0.058	5.759	8.45935407625741e-09	7.33490430838142e-08	2058.29	1943.26	2050.23	1624.66	1624.32	1551.98	SELENOI	selenoprotein	I	TRUE
ENSG00000131584	1177.955	-0.48	0.083	-5.757	8.55024847661364e-09	7.4100753619768e-08	1103.93	993.41	854.99	1425.79	1293.83	1395.79	ACAP3	ArfGAP	with	TRUE
ENSG00000131409	53.791	-1.603	0.278	-5.756	8.59711305541777e-09	7.44703288477401e-08	28.49	32.2	19.28	77.87	79.36	85.56	LRRC4B	leucine	rich	TRUE
ENSG00000148832	170.086	-0.967	0.168	-5.754	8.69056860455457e-09	7.52429259211802e-08	128.2	129.74	87.72	199.93	247.11	227.82	PAOX	polyamine	oxidase	TRUE
ENSG00000108298	37579.643	-0.253	0.044	-5.75	8.92523550222746e-09	7.72367731421302e-08	33440.33	36060.14	33366.59	39878.96	40555.78	42176.06	RPL19	ribosomal	protein	TRUE
ENSG00000109787	1449.923	-0.387	0.067	-5.749	8.99139570333245e-09	7.77711652869123e-08	1226.02	1175.24	1367.78	1663.6	1631.35	1635.55	KLF3	Kruppel	like	TRUE
ENSG00000196275	74.038	-1.341	0.233	-5.748	9.00832108060795e-09	7.78793853343103e-08	40.7	40.72	44.34	93.65	101.46	123.36	GTF2IRD2	GTF2I	repeat	TRUE
ENSG00000134909	535.464	-0.513	0.089	-5.748	9.02840079384474e-09	7.80147561250687e-08	447.68	422.37	454	643.97	640.89	603.88	ARHGAP32	Rho	GTPase	TRUE
ENSG00000101079	954.961	0.415	0.072	5.746	9.13392157081274e-09	7.88879325095403e-08	1127.33	1075.8	1071.86	774.45	827.73	852.59	NDRG3	NDRG	family	TRUE
ENSG00000126602	4252.043	0.265	0.046	5.744	9.22001998576956e-09	7.95925893585635e-08	4687.36	4732.19	4503.37	3889.09	3827.25	3872.99	TRAP1	TNF	receptor	TRUE
ENSG00000132932	1143.001	0.433	0.075	5.744	9.24411728531864e-09	7.97615889972848e-08	1430.53	1294.56	1214.52	1026.99	949.28	942.13	ATP8A2	ATPase	phospholipid	TRUE
ENSG00000105185	1421.819	0.407	0.071	5.739	9.5404767246685e-09	8.22784515184632e-08	1601.46	1700.82	1561.53	1104.86	1290.82	1271.43	PDCD5	programmed	cell	TRUE
ENSG00000115107	3588.645	-0.282	0.049	-5.736	9.66745827026209e-09	8.33328291054102e-08	3222.25	3171.53	3324.51	3823.85	3929.71	4060.02	STEAP3	STEAP3	metalloreductase	TRUE
ENSG00000178966	432.104	0.62	0.108	5.736	9.70006215137045e-09	8.35730452445955e-08	537.21	469.72	563.89	336.72	375.69	309.4	RMI1	RecQ	mediated	TRUE
ENSG00000197256	2330.67	-0.314	0.055	-5.735	9.73504080235967e-09	8.38334772853276e-08	2008.43	2137.4	2086.86	2603.25	2654.97	2493.12	KANK2	KN	motif	TRUE
ENSG00000166734	2405.693	-0.377	0.066	-5.734	9.79550048101734e-09	8.43129785305127e-08	2006.4	2035.12	2237.23	2849.47	2827.74	2478.19	CASC4	cancer	susceptibility	TRUE
ENSG00000205356	621.122	-0.488	0.085	-5.733	9.89215188966368e-09	8.51033740093202e-08	505.67	554.95	490.63	725	722.26	728.24	TECPR1	tectonin	beta-propeller	TRUE
ENSG00000231925	3169.506	0.338	0.059	5.726	1.02951471482211e-08	8.85272277925741e-08	3517.3	3672.49	3429.58	2615.88	2755.42	3026.36	TAPBP	TAP	binding	TRUE
ENSG00000138780	678.416	0.515	0.09	5.725	1.03565240754583e-08	8.89720768140274e-08	854.65	707.41	832.82	581.89	555.5	538.22	GSTCD	glutathione	S-transferase	TRUE
ENSG00000182054	3188.376	-0.323	0.056	-5.725	1.03569649065465e-08	8.89720768140274e-08	2874.28	2740.64	2885.94	3417.69	3409.37	3802.35	IDH2	isocitrate	dehydrogenase	TRUE
ENSG00000120053	2353.687	0.337	0.059	5.724	1.03784502546168e-08	8.91132626485219e-08	2471.37	2602.38	2806.9	2078.18	2048.23	2115.07	GOT1	glutamic-oxaloacetic	transaminase	TRUE
ENSG00000188522	1201.027	0.39	0.068	5.724	1.03977715542146e-08	8.92357388492782e-08	1432.56	1333.39	1321.52	1000.68	1029.64	1088.38	FAM83G	family	with	TRUE
ENSG00000117245	111.641	-1.069	0.187	-5.723	1.04724675201063e-08	8.98331013088363e-08	68.17	75.76	72.29	134.69	163.74	155.2	KIF17	kinesin	family	TRUE
ENSG00000102974	1998.751	0.326	0.057	5.723	1.04851726497887e-08	8.98983826071537e-08	2133.58	2209.37	2326.87	1769.87	1775	1777.81	CTCF	CCCTC-binding	factor	TRUE
ENSG00000107518	1406.194	-0.423	0.074	-5.722	1.05213549417538e-08	9.01647925921544e-08	1135.47	1187.55	1281.03	1715.16	1661.49	1456.47	ATRNL1	attractin	like	TRUE
ENSG00000101464	343.2	0.636	0.111	5.721	1.06036897107752e-08	9.08262645371983e-08	388.66	407.21	456.89	274.64	263.19	268.61	PIGU	phosphatidylinositol	glycan	TRUE
ENSG00000164808	925.823	-0.406	0.071	-5.72	1.06530413433357e-08	9.12047134901304e-08	815.99	768.97	804.86	1041.72	1071.83	1051.57	SPIDR	scaffold	protein	TRUE
ENSG00000161267	170.314	0.909	0.159	5.717	1.08252726462833e-08	9.26343044828658e-08	241.13	214.02	212.06	96.81	123.56	134.31	BDH1	3-hydroxybutyrate	dehydrogenase	TRUE
ENSG00000065485	526.362	0.517	0.09	5.715	1.09416285995038e-08	9.35846033147091e-08	658.29	604.19	596.66	430.37	429.94	438.73	PDIA5	protein	disulfide	TRUE
ENSG00000130270	277.647	0.721	0.126	5.714	1.10550441531026e-08	9.45088440317324e-08	388.66	328.61	320.02	194.66	224.01	209.92	ATP8B3	ATPase	phospholipid	TRUE
ENSG00000141504	1459.02	-0.4	0.07	-5.714	1.10634877562853e-08	9.45352258884521e-08	1183.29	1360.85	1228.98	1560.48	1674.55	1745.98	SAT2	spermidine/spermine	N1-acetyltransferase	TRUE
ENSG00000143382	698.819	0.611	0.107	5.713	1.10764370192413e-08	9.46000635065406e-08	862.79	984.89	686.3	546.11	575.59	537.22	ADAMTSL4	ADAMTS	like	TRUE
ENSG00000171960	752.064	0.481	0.084	5.713	1.10988557385443e-08	9.47456746524498e-08	894.33	915.76	819.32	575.58	635.87	671.53	PPIH	peptidylprolyl	isomerase	TRUE
ENSG00000131470	503.053	0.523	0.092	5.713	1.11197614885688e-08	9.48782357184704e-08	581.98	617.45	580.27	398.8	429.94	409.88	PSMC3IP	PSMC3	interacting	TRUE
ENSG00000176208	427.883	0.581	0.102	5.71	1.12941134964855e-08	9.63193004569773e-08	529.07	500.02	509.91	327.25	379.71	321.34	ATAD5	ATPase	family	TRUE
ENSG00000112306	18056.806	-0.327	0.057	-5.705	1.16599449165102e-08	9.93911729718951e-08	15290.15	17452.39	15315.51	18805.69	20303.51	21173.59	RPS12	ribosomal	protein	TRUE
ENSG00000143368	1967.33	0.343	0.06	5.703	1.17686457232636e-08	1.00269316169477e-07	2114.25	2253.88	2230.48	1830.9	1644.41	1730.06	SF3B4	splicing	factor	TRUE
ENSG00000185567	11303.983	-0.219	0.038	-5.703	1.18017162621269e-08	1.00502549925304e-07	10474.59	10318.59	10551.88	12154.46	12101.54	12222.84	AHNAK2	AHNAK	nucleoprotein	TRUE
ENSG00000100028	2261.894	0.308	0.054	5.701	1.19202405029806e-08	1.01462925072403e-07	2514.1	2499.15	2495.55	1935.08	2047.23	2080.25	SNRPD3	small	nuclear	TRUE
ENSG00000141736	2253.961	-0.349	0.061	-5.699	1.2021249840091e-08	1.02273362308778e-07	2010.47	2099.51	1837.21	2611.67	2539.44	2425.47	ERBB2	erb-b2	receptor	TRUE
ENSG00000188596	115.63	-1.073	0.188	-5.699	1.2046738101431e-08	1.02440816289036e-07	59.01	86.18	78.08	152.58	163.74	154.2	CFAP54	cilia	and	TRUE
ENSG00000144481	2214.217	-0.353	0.062	-5.697	1.21882783398454e-08	1.03594494849023e-07	1949.42	1882.65	2002.03	2688.48	2410.87	2351.85	TRPM8	transient	receptor	TRUE
ENSG00000129675	377.107	-0.624	0.11	-5.696	1.22505555641619e-08	1.04073689422069e-07	266.57	334.29	289.17	441.94	462.08	468.58	ARHGEF6	Rac/Cdc42	guanine	TRUE
ENSG00000101150	4265.293	0.271	0.048	5.694	1.24010499065218e-08	1.05301504138873e-07	4829.81	4519.12	4645.07	3860.68	3934.73	3802.35	TPD52L2	TPD52	like	TRUE
ENSG00000003137	315.759	-0.632	0.111	-5.694	1.24107483778083e-08	1.05333167448979e-07	250.29	255.69	237.12	377.76	381.72	391.97	CYP26B1	cytochrome	P450	TRUE
ENSG00000187650	67.4	-1.399	0.246	-5.694	1.24255296587471e-08	1.05407918667593e-07	39.68	38.83	32.77	86.28	93.42	113.41	VMAC	vimentin	type	TRUE
ENSG00000074219	572.103	-0.522	0.092	-5.692	1.25260408596069e-08	1.06209510316081e-07	486.34	446.04	477.13	645.03	640.89	737.19	TEAD2	TEA	domain	TRUE
ENSG00000101460	73.297	-1.4	0.246	-5.69	1.26881737911809e-08	1.07532577591445e-07	41.72	42.62	36.63	79.97	112.51	126.35	MAP1LC3A	microtubule	associated	TRUE
ENSG00000131080	850.505	-0.417	0.073	-5.688	1.28851374617846e-08	1.09149424154196e-07	722.39	706.47	756.67	971.22	966.36	979.94	EDA2R	ectodysplasin	A2	TRUE
ENSG00000180370	4760.581	0.281	0.049	5.687	1.29396003459053e-08	1.09558180471929e-07	5224.57	5107.21	5337.15	4535.17	4194.91	4164.48	PAK2	p21	(RAC1)	TRUE
ENSG00000131095	149.396	-0.917	0.161	-5.683	1.32262504077989e-08	1.11931505249694e-07	108.87	109.85	91.57	206.24	186.84	193	GFAP	glial	fibrillary	TRUE
ENSG00000141526	153.962	0.908	0.16	5.681	1.3360246415683e-08	1.1301128859287e-07	199.42	201.71	201.46	108.38	93.42	119.38	SLC16A3	solute	carrier	TRUE
ENSG00000159403	184.959	-0.874	0.154	-5.678	1.36674722610604e-08	1.15554646883761e-07	105.81	151.52	133.98	231.49	254.15	232.8	C1R	complement	C1r	TRUE
ENSG00000115756	1380.38	0.409	0.072	5.676	1.37802842577362e-08	1.16452641632067e-07	1674.71	1594.76	1454.53	1203.77	1102.97	1251.53	HPCAL1	hippocalcin	like	TRUE
ENSG00000174989	1253.239	-0.384	0.068	-5.675	1.38422105885157e-08	1.16919964497061e-07	1039.83	1165.77	1055.48	1456.3	1399.31	1402.75	FBXW8	F-box	and	TRUE
ENSG00000160877	1866.59	0.337	0.059	5.674	1.39639009122232e-08	1.17891402677597e-07	2123.41	2084.36	2043.48	1694.11	1549.99	1704.19	NACC1	nucleus	accumbens	TRUE
ENSG00000106258	771.331	-0.495	0.087	-5.674	1.39773654563389e-08	1.17948643461071e-07	617.59	709.31	593.77	855.47	973.39	878.46	CYP3A5	cytochrome	P450	TRUE
ENSG00000099904	1356.823	-0.4	0.07	-5.673	1.39938031270972e-08	1.18030906394661e-07	1246.37	1181.86	1082.47	1511.02	1481.68	1637.54	ZDHHC8	zinc	finger	TRUE
ENSG00000173786	2539.57	-0.314	0.055	-5.672	1.40818470930215e-08	1.18716766343222e-07	2242.45	2284.18	2266.14	2777.92	2688.12	2978.61	CNP	2',3'-cyclic	nucleotide	TRUE
ENSG00000111897	4704.126	-0.31	0.055	-5.671	1.41587807657532e-08	1.19308350817438e-07	4168.47	3999.21	4434.93	5457.98	5238.61	4925.55	SERINC1	serine	incorporator	TRUE
ENSG00000185551	2863.911	-0.294	0.052	-5.671	1.42196949737823e-08	1.19764447643145e-07	2569.05	2530.4	2620.86	3288.26	3080.89	3094.01	NR2F2	nuclear	receptor	TRUE
ENSG00000066739	1091.874	-0.377	0.067	-5.667	1.44933466238348e-08	1.22011021554182e-07	959.45	927.12	962.94	1261.64	1209.45	1230.64	ATG2B	autophagy	related	TRUE
